,title,date,location,year,used,kms,import,style,gearBox,fuelEngine,exterior,interior,seats,doors,motivated,url
9396,Xe Lexus LX 570 Super Sport 2019- 7 Tỷ 900 Triệu,Đăng ngày 10/11/2023. Xem 5 lượt,"CarMax Auto  Điện thoại:  0987 833 007    Hoặc  0905 286 688    Địa chỉ: Số 3 Nguyễn Văn Huyên, Cầu Giấy Hà Nội  Website: carmax.bonbanh.com",2019,Xe đã dùng,"9,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.7 L,Vàng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-lexus-lx-570-super-sport-2019-5121072
9397,Xe Toyota Prado VX 2.7L 2018- 1 Tỷ 850 Triệu,Đăng ngày 10/11/2023. Xem 6 lượt,"Hà Thành Car  Điện thoại:  0797 808 888   Địa chỉ: 279 Phạm Văn Đồng, Xuân Đỉnh, Từ Liêm Hà Nội  Website: hathanhcar.bonbanh.com",2018,Xe đã dùng,"55,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.7 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2018-5230073
9398,Xe Toyota Vios 1.5E CVT 2017- 365 Triệu,Đăng ngày 10/11/2023. Xem 6 lượt,"Thanh Auto  Điện thoại:  0915 576 688    Hoặc  0362 898 989    Địa chỉ: 755 Nguyễn Xiển (Cột trụ cầu T139), Thanh Xuân Hà Nội  Website: thanhdtauto.bonbanh.com",2017,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Cát,,5 chỗ,4 cửa,,https://bonbanh.com/xe-toyota-vios-1.5e-cvt-2017-5200627
9399,Xe Ford Ranger XLS 2.0L 4x2 AT 2023- 677 Triệu,Đăng ngày 10/11/2023. Xem 6 lượt,"Mỹ Đình Ford  Điện thoại:  0982 751 133   Địa chỉ: đường Trịnh Văn Bô, P. Xuân Phương, Q. Nam Từ Liêm Hà Nội  Website: mydinhford.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Cam,,5 chỗ,4 cửa,,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2023-4968790
9400,Xe Mercedes Benz C class C200 Avantgarde 2023- 1 Tỷ 599 Triệu,Đăng ngày 10/11/2023. Xem 11 lượt,"Haxaco Điện Biên Phủ  Điện thoại:  0931 411 313   Địa chỉ: 333 Điện Biên Phủ, P.15, Q.Bình Thạnh TP HCM  Website: mercedes-benz-haxaco.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2023-5076692
9401,Xe Honda BR V G 2023- 590 Triệu,Đăng ngày 10/11/2023. Xem 11 lượt,Thành Long  Điện thoại:     Địa chỉ: Hà Nội Hà Nội,2023,Xe mới,,Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-honda-br_v-g-2023-5276456
9402,Xe Mercedes Benz S class S400L 2016- 1 Tỷ 850 Triệu,Đăng ngày 10/11/2023. Xem 6 lượt,"Auto Dũng Xe Đẹp  Điện thoại:  0972 416 666   Địa chỉ: Số Kiot 23-24 Nguyễn Công Hãng, Kinh Bắc, Tp Bắc Ninh Bắc Ninh  Website: autodungxedep.bonbanh.com",2016,Xe đã dùng,"700,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  3.0 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2016-5032001
9403,Xe Hyundai Elantra 1.6 AT 2022- 535 Triệu,Đăng ngày 10/11/2023. Xem 9 lượt,"Auto Dũng Xe Đẹp  Điện thoại:  0972 416 666   Địa chỉ: Số Kiot 23-24 Nguyễn Công Hãng, Kinh Bắc, Tp Bắc Ninh Bắc Ninh  Website: autodungxedep.bonbanh.com",2022,Xe đã dùng,"25,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.6 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-hyundai-elantra-1.6-at-2022-5261332
9404,Xe Lexus RX 350 Premium 2023- 3 Tỷ 430 Triệu,Đăng ngày 10/11/2023. Xem 9 lượt,"Lexus Thăng Long  Điện thoại:  0983 751 989   Địa chỉ: Tổ dân phố 8, P Mỹ Đình 1, Q Nam Từ Liêm (Ngã 4 Phạm Hùng vs Dương Đình Nghệ) Hà Nội  Website: lexusthanglong.bonbanh.com",2023,Xe mới,,Nhập khẩu,SUV,Số tự động,Xăng  2.4 L,Bạc,,5 chỗ,4 cửa,,https://bonbanh.com/xe-lexus-rx-350-premium-2023-4859267
9405,Xe Kia Sedona 2.2L DATH 2018- 768 Triệu,Đăng ngày 10/11/2023. Xem 11 lượt,Thông tin liên hệ không có hiệu lực !,2018,Xe đã dùng,"63,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu  2.2 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-kia-sedona-2.2l-dath-2018-5289016
9406,Xe Kia Morning Van 1.0 AT 2014- 198 Triệu,Đăng ngày 10/11/2023. Xem 5 lượt,"Auto 8X  Điện thoại:  0855 699 999    Hoặc  0981 202 256    Địa chỉ: 4b Tân Dương, Thuỷ Nguyên Hải Phòng  Website: auto8x.bonbanh.com",2014,Xe đã dùng,"85,000 Km",Nhập khẩu,Van/Minivan,Số tự động,Xăng  1.0 L,Hồng,,2 chỗ,5 cửa,,https://bonbanh.com/xe-kia-morning-van-1.0-at-2014-5150668
9407,Xe MG 5 Luxury 1.5 AT 2023- 495 Triệu,Đăng ngày 10/11/2023. Xem 8 lượt,"MG Cầu Giấy  Điện thoại:  0987 530 357   Địa chỉ: 171 Xuân Thủy, Quận Cầu Giấy Hà Nội  Website: mgcaugiay.bonbanh.com",2023,Xe mới,,Nhập khẩu,Sedan,Số tự động,Xăng  1.5 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mg-5-luxury-1.5-at-2023-5249832
9408,Xe Porsche Cayenne S 2016- 2 Tỷ 980 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,"Nguyễn Phúc Thành  Điện thoại:     Địa chỉ: Dương Đình Nghệ, Cầu Giấy Hà Nội   Xem gian hàng  ⇨",2016,Xe đã dùng,"50,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.6 L,Nâu,,5 chỗ,5 cửa,,https://bonbanh.com/xe-porsche-cayenne-s-2016-5051019
9409,Xe Kia K3 Premium 1.6 AT 2022- 559 Triệu,Đăng ngày 10/11/2023. Xem 10 lượt,"Carpla  Điện thoại:  0877 999 888   Địa chỉ: 7 - 9 Đ. Nguyễn Văn Linh, Gia Thụy, Long Biên Hà Nội  Website: carpla.bonbanh.com",2022,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.6 L,Đỏ,,5 chỗ,4 cửa,,https://bonbanh.com/xe-kia-k3-premium-1.6-at-2022-5234684
9410,Xe Mercedes Benz E class E200 Exclusive 2022- 1 Tỷ 899 Triệu,Đăng ngày 10/11/2023. Xem 6 lượt,"Hà Tấn Phát  Điện thoại:     Địa chỉ: 290 Nguyễn Văn Linh, Quận 7 TP HCM   Xem gian hàng  ⇨",2022,Xe đã dùng,"14,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-5277428
9411,Xe Toyota Camry 2.5Q 2016- 668 Triệu,Đăng ngày  9/11/2023. Xem 46 lượt,"Dương Khang  Điện thoại:     Địa chỉ: 59C Nguyễn Đình Chiểu, P.6, Q.3 (ĐH Kinh Tế TP HCM) TP HCM",2016,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.5 L,Cát,,5 chỗ,4 cửa,,https://bonbanh.com/xe-toyota-camry-2.5q-2016-5274773
9412,Xe Hyundai SantaFe Tiêu chuẩn 2.5L 2021- 865 Triệu,Đăng ngày 10/11/2023. Xem 9 lượt,"Auto Dũng Xe Đẹp  Điện thoại:  0972 416 666   Địa chỉ: Số Kiot 23-24 Nguyễn Công Hãng, Kinh Bắc, Tp Bắc Ninh Bắc Ninh  Website: autodungxedep.bonbanh.com",2021,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-santafe-tieu-chuan-2.5l-2021-5232368
9413,Xe LandRover Range Rover Evoque Dynamic 2013- 850 Triệu,Đăng ngày 10/11/2023. Xem 7 lượt,"Auto Dũng Xe Đẹp  Điện thoại:  0972 416 666   Địa chỉ: Số Kiot 23-24 Nguyễn Công Hãng, Kinh Bắc, Tp Bắc Ninh Bắc Ninh  Website: autodungxedep.bonbanh.com",2013,Xe đã dùng,"130,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,5 cửa,,https://bonbanh.com/xe-landrover-range_rover_evoque-dynamic-2013-5218727
9414,Xe Toyota Yaris 1.5G 2015- 370 Triệu,Đăng ngày 10/11/2023. Xem 11 lượt,"Auto Dũng Xe Đẹp  Điện thoại:  0972 416 666   Địa chỉ: Số Kiot 23-24 Nguyễn Công Hãng, Kinh Bắc, Tp Bắc Ninh Bắc Ninh  Website: autodungxedep.bonbanh.com",2015,Xe đã dùng,0 Km,Nhập khẩu,Hatchback,Số tự động,Xăng  1.5 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-yaris-1.5g-2015-5281528
9415,Xe Suzuki Swift 1.4 AT 2015- 315 Triệu,Đăng ngày 10/11/2023. Xem 6 lượt,"Auto Dũng Xe Đẹp  Điện thoại:  0972 416 666   Địa chỉ: Số Kiot 23-24 Nguyễn Công Hãng, Kinh Bắc, Tp Bắc Ninh Bắc Ninh  Website: autodungxedep.bonbanh.com",2015,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.4 L,Cam,,5 chỗ,5 cửa,,https://bonbanh.com/xe-suzuki-swift-1.4-at-2015-5161729
9416,Xe Toyota Vios 1.5E 2018- 335 Triệu,Đăng ngày 10/11/2023. Xem 9 lượt,"Salon Ô Tô Phúc Đông  Điện thoại:  0905 766 565    Hoặc  0857 897 779    Địa chỉ: 357-359 Lê Duẩn, P. Ea Tam, Tp Buôn Ma Thuột Đăk Lăk  Website: otophucdong.bonbanh.com",2018,Xe đã dùng,68 Km,Lắp ráp trong nước,Sedan,Số tay,Xăng  1.5 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-toyota-vios-1.5e-2018-5229145
9417,Xe Toyota Yaris 1.5G 2019- 475 Triệu,Đăng ngày 10/11/2023. Xem 13 lượt,phương  Điện thoại:     Địa chỉ: Cây Trâm Gò Vấp TP HCM,2019,Xe đã dùng,"39,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  1.5 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-yaris-1.5g-2019-5287192
9418,Xe Hyundai SantaFe Cao cấp 2.5L HTRAC 2021- 999 Triệu,Đăng ngày  9/11/2023. Xem 16 lượt,Trịnh Đức  Điện thoại:     Địa chỉ: Cầu giấy Hà Nội   Xem gian hàng  ⇨,2021,Xe đã dùng,"29,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2021-5143137
9419,Xe Mercedes Benz GLC 200 2020- 1 Tỷ 350 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,Car Plus  Điện thoại:  0943 383 666   Địa chỉ: 39 Nguyễn Chánh Hà Nội  Website: carplus.bonbanh.com,2020,Xe đã dùng,"27,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,5 cửa,,https://bonbanh.com/xe-mercedes_benz-glc-200-2020-5208069
9420,Xe Mercedes Benz C class C200 2019- 938 Triệu,Đăng ngày 10/11/2023. Xem 9 lượt,"Hà Tấn Phát  Điện thoại:     Địa chỉ: 290 Nguyễn Văn Linh, Quận 7 TP HCM   Xem gian hàng  ⇨",2019,Xe đã dùng,"19,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2019-5284274
9421,Xe Mercedes Benz GLC 300 4Matic 2016- 990 Triệu,Đăng ngày  9/11/2023. Xem 11 lượt,"Auto HHDC  Điện thoại:  0985 337 070   Địa chỉ: 106 Nguyễn Khánh Toàn, Cầu Giấy Hà Nội  Website: autohhdc.bonbanh.com",2016,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,5 cửa,,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2016-5063728
9422,Xe Ford Everest Titanium 2.0L 4x4 AT 2018- 913 Triệu,Đăng ngày 10/11/2023. Xem 6 lượt,"Ford Nam Sài Gòn Used car  Điện thoại:  0898 987 324   Địa chỉ: 161F Dạ Nam, Phường 03, Quận 8 TP HCM  Website: saigonford-usedcar-namsaigon.bonbanh.com",2018,Xe đã dùng,"25,000 Km",Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Đỏ,,7 chỗ,5 cửa,,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2018-5285050
9423,Xe Ford Territory Titanium X 1.5 AT 2023- 954 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,"Bình Dương Ford  Điện thoại:  0989 259 542   Địa chỉ: Lô C13, Đường Hùng Vương, Thủ Dầu Một Bình Dương  Website: binhduongford.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2023-4695791
9424,Xe Hyundai i10 Grand 1.2 AT 2017- 310 Triệu,Đăng ngày 10/11/2023. Xem 8 lượt,"Salon Auto Tân Tiến  Điện thoại:  0913 223 917    Hoặc  0915 686 899    Địa chỉ: 244 Phố Tây Sơn, Thị trấn Phùng, Đan Phượng Hà Nội  Website: autotantien.bonbanh.com",2017,Xe đã dùng,"45,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.25 L,Cam,,5 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2017-5152913
9425,Xe Mercedes Benz GLC 300 4Matic 2023- 2 Tỷ 799 Triệu,Đăng ngày 10/11/2023. Xem 7 lượt,"Đàm Dịu  Điện thoại:     Địa chỉ: 11 Phạm Hùng, Mỹ Đình 2, Nam Từ Liêm Hà Nội   Xem gian hàng  ⇨",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đỏ,,5 chỗ,5 cửa,,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2023-5252555
9426,Xe Ford Ranger Wildtrak 3.2L 4x4 AT 2017- 575 Triệu,Đăng ngày 10/11/2023. Xem 6 lượt,"Hoàng Tú Auto  Điện thoại:  0969 046 046   Địa chỉ: 26-28 Ngô Quyền, TP. Buôn Ma Thuột Đăk Lăk  Website: hoangtuauto.bonbanh.com",2017,Xe đã dùng,0 Km,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  3.2 L,Xám,,5 chỗ,4 cửa,,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2017-5190493
9427,Xe Toyota Rush 1.5S AT 2019- 510 Triệu,Đăng ngày  9/11/2023. Xem 8 lượt,"Toyota Sure Lý Thường Kiệt - CN Tân Sơn Nhất  Điện thoại:  0903 778 788   Địa chỉ: 682A Trường Chinh, Phường 15, Quận Tân Bình TP HCM  Website: toyotalythuongkiet-usedcar.bonbanh.com",2019,Xe đã dùng,"80,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Đỏ,,7 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-rush-1.5s-at-2019-5238166
9428,Xe Toyota Veloz Cross Top 1.5 CVT 2022- 629 Triệu,Đăng ngày 10/11/2023. Xem 5 lượt,"Mr Nam  Điện thoại:      Hoặc  0962 861 059    Địa chỉ: 314 Luỹ Bán Bích, P Hoà Thạnh, Tân Phú TP HCM",2022,Xe đã dùng,"25,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2022-5278774
9429,Xe Ford Everest Titanium 2.0L 4x2 AT 2019- 875 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Bcar Hà Nội - Vương Quốc Gầm Cao  Điện thoại:  0965 525 989   Địa chỉ: 26 Đường Cầu Diễn, Phú Diễn, Bắc Từ Liêm Hà Nội  Website: sieuthiotobcarhanoi.bonbanh.com",2019,Xe đã dùng,"76,000 Km",Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Xanh,,7 chỗ,5 cửa,,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2019-5264435
9430,Xe Hyundai Tucson 2.0 ATH 2020- 690 Triệu,Đăng ngày  9/11/2023. Xem 30 lượt,"Auto HHDC  Điện thoại:  0985 337 070   Địa chỉ: 106 Nguyễn Khánh Toàn, Cầu Giấy Hà Nội  Website: autohhdc.bonbanh.com",2020,Xe đã dùng,"58,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  2.0 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2020-5213926
9431,Xe Peugeot 2008 GT Line 1.2 AT 2023- 779 Triệu,Đăng ngày  9/11/2023. Xem 10 lượt,"Lê Kim Anh  Điện thoại:     Địa chỉ: 12 Khuất Duy Tiến, Q.Thanh Xuân Hà Nội   Xem gian hàng  ⇨",2023,Xe mới,,Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.2 L,Đỏ,,5 chỗ,5 cửa,,https://bonbanh.com/xe-peugeot-2008-gt-line-1.2-at-2023-5060487
9432,Xe Mercedes Benz E class E200 Exclusive 2021- 1 Tỷ 789 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,HQT Auto  Điện thoại:  0904 718 688    Hoặc  0904 999 292    Địa chỉ: 755 Nguyễn Xiển Hà Nội  Website: hqtauto.bonbanh.com,2021,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2021-5145552
9433,Xe Mercedes Benz GLC 200 4Matic 2023- 2 Tỷ 189 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,"Mercedes-Benz Vietnam Star Đài Tư  Điện thoại:  0968 984 088   Địa chỉ: KCN Đài Tư (Gần May 10) - 386 Nguyễn Văn Linh, Quận Long Biên Hà Nội  Website: mercedesvietnamstar.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2023-5213109
9434,Xe Chevrolet Captiva LTZ 2.4 AT 2007- 250 Triệu,Đăng ngày  9/11/2023. Xem 12 lượt,"Ô tô Phúc Dương  Điện thoại:  0914 483 787   Địa chỉ: 292 Lê Duẩn, TP Buôn Ma Thuột Đăk Lăk  Website: otophucduong.bonbanh.com",2007,Xe đã dùng,"128,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.4 L,Bạc,,7 chỗ,5 cửa,,https://bonbanh.com/xe-chevrolet-captiva-ltz-2.4-at-2007-5080957
9435,Xe Mazda CX8 Premium 2023- 1 Tỷ 24 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,"Mazda Hải Phòng  Điện thoại:  0904 446 882   Địa chỉ: Số 336 đường Hà Nội, Phường Sở Dầu, Quận Hồng Bàng Hải Phòng  Website: mazdahaiphong.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Đỏ,,7 chỗ,5 cửa,,https://bonbanh.com/xe-mazda-cx8-premium-2023-4669722
9436,Xe Chevrolet Orlando LT 1.8 2018- 385 Triệu,Đăng ngày  9/11/2023. Xem 20 lượt,Mr Hiếu  Điện thoại:     Địa chỉ: Số 86 cn4 Xuân Phương - Băc Từ Liêm Hà Nội   Xem gian hàng  ⇨,2018,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Số tay,Xăng  1.8 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-chevrolet-orlando-lt-1.8-2018-3990949
9437,Xe VinFast Fadil 1.4 AT 2021- 305 Triệu,Đăng ngày 10/11/2023. Xem 7 lượt,Salon ô tô Phong Linh  Điện thoại:  0868 031 111   Địa chỉ: Nhà thi đấu tỉnh - Khai Quang - Vĩnh Yên - Vĩnh Phúc Vĩnh Phúc  Website: otophonglinh.bonbanh.com,2021,Xe đã dùng,"32,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.4 L,Đỏ,,5 chỗ,5 cửa,,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2021-5232355
9438,Xe Chevrolet Trax 1.4 LT 2017- 360 Triệu,Đăng ngày  9/11/2023. Xem 24 lượt,"Đỏ - Chợ Ô tô Hòa Bình  Điện thoại:  0395 978 888   Địa chỉ: 549 Nguyễn Văn Cừ, Long Biên Hà Nội  Website: chootohoabinh.bonbanh.com",2017,Xe đã dùng,"80,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  1.4 L,Xanh,,5 chỗ,0 cửa,,https://bonbanh.com/xe-chevrolet-trax-1.4-lt-2017-5203031
9439,Xe Chevrolet Captiva LTZ 2.4 AT 2014- 316 Triệu,Đăng ngày 10/11/2023. Xem 15 lượt,khoa  Điện thoại:     Địa chỉ: Gò Vấp TP HCM,2014,Xe đã dùng,"66,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.4 L,Vàng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-chevrolet-captiva-ltz-2.4-at-2014-5125317
9440,Xe Ford EcoSport Titanium 1.5L AT 2018- 455 Triệu,Đăng ngày 10/11/2023. Xem 8 lượt,"An Nam Auto  Điện thoại:  0949 345 555   Địa chỉ: Số 69 Vũ Đức Thận,Việt Hưng,Long Biên Hà Nội Hà Nội  Website: annamauto.bonbanh.com",2018,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2018-5222151
9441,Xe Audi S8 4.0 TFSI Quattro 2020- 8 Tỷ 489 Triệu,Đăng ngày 10/11/2023. Xem 9 lượt,"Dương Đông  Điện thoại:     Địa chỉ: Dương Đình Nghệ, Cầu Giấy Hà Nội   Xem gian hàng  ⇨",2020,Xe đã dùng,"20,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  4.0 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-audi-s8-4.0-tfsi-quattro-2020-5051261
9442,Xe Volvo S90 Ultimate LWB B6 AWD 2023- 2 Tỷ 41 Triệu,Đăng ngày 10/11/2023. Xem 8 lượt,"Volvo Long Biên  Điện thoại:  0985 080 488   Địa chỉ: 7 - 9 Nguyễn Văn Linh, Long Biên Hà Nội  Website: volvolongbien.bonbanh.com",2023,Xe mới,,Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-volvo-s90-ultimate-lwb-b6-awd-2023-3855744
9443,Xe VinFast VF5 Plus 2023- 458 Triệu,Đăng ngày 10/11/2023. Xem 6 lượt,"Vinfast Ocean Park   Điện thoại:  0962 710 192   Địa chỉ:  Vinhomes Ocean Park, Kiêu Kỵ, Gia Lâm Hà Nội  Website: vinfastoceanpark.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Điện,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-vinfast-vf5-plus-2023-4958954
9444,Xe Honda HRV RS 2023- 831 Triệu,Đăng ngày  9/11/2023. Xem 27 lượt,"Honda Ô Tô Sài Gòn - Võ Văn Kiệt  Điện thoại:  0966 223 730   Địa chỉ: 63 Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân TP HCM  Website: hondaotosaigon-vovankiet.bonbanh.com",2023,Xe mới,,Nhập khẩu,Crossover,Số tự động,Xăng  1.5 L,Đen,,5 chỗ,5 cửa,,https://bonbanh.com/xe-honda-hrv-rs-2023-4999983
9445,Xe Mazda CX5 Premium 2.0 AT 2023- 829 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,"Nguyễn Chung  Điện thoại:     Địa chỉ: Thôn Hữu Lễ 4 Thọ Xương, Thọ Xuân Thanh Hóa   Xem gian hàng  ⇨",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đỏ,,5 chỗ,5 cửa,,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2023-5219407
9446,Xe Toyota Innova 2.0 Venturer 2020- 689 Triệu,Đăng ngày 10/11/2023. Xem 10 lượt,Hải Triều  Điện thoại:      Hoặc  0938 210 314    Địa chỉ: Quốc lộ 13 - Kdc Vạn Phúc City TP HCM,2020,Xe đã dùng,"37,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  2.0 L,Đỏ,,8 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-innova-2.0-venturer-2020-5237837
9447,Xe Mazda CX5 Premium 2.0 AT 2022- 785 Triệu,Đăng ngày 10/11/2023. Xem 15 lượt,Showroom Hà Nội Car  Điện thoại:  0916 553 333   Địa chỉ: Số 99 Thành Thái - Cầu Giấy Hà Nội  Website: hanoicar.bonbanh.com,2022,Xe đã dùng,"13,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2022-5262835
9448,Xe Toyota Camry 2.4G 2009- 379 Triệu,Đăng ngày  9/11/2023. Xem 14 lượt,"Salon Phong Ôtô  Điện thoại:  0988 478 009   Địa chỉ: Khu 7 Phường Thái Học, TP Chí Linh Hải Dương  Website: phongoto.bonbanh.com",2009,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.4 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-toyota-camry-2.4g-2009-5285031
9449,Xe Toyota Land Cruiser VX.S 5.7 V8 2016- 4 Tỷ 750 Triệu,Đăng ngày  9/11/2023. Xem 21 lượt,"Trường Huy Auto  Điện thoại:  0972 111 116    Hoặc  0799 756 666    Địa chỉ: 190-192 Cổ Linh, Long Biên Hà Nội  Website: truonghuy-auto.bonbanh.com",2016,Xe đã dùng,"65,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.7 L,Đen,,8 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-land_cruiser-vx.s-5.7-v8-2016-5272376
